 Total leads: 266030
 + ---- + ------------------ + --------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + 
 | 1    | Tapu Koko          |  5.21332% | 13869  |  5.213% | 
 | 2    | Landorus-Therian   |  4.94831% | 13164  |  4.948% | 
 | 3    | Greninja           |  3.77063% | 10031  |  3.771% | 
 | 4    | Tapu Lele          |  3.61125% | 9607   |  3.611% | 
 | 5    | Hippowdon          |  3.08988% | 8220   |  3.090% | 
 | 6    | Mimikyu            |  2.78540% | 7410   |  2.785% | 
 | 7    | Tapu Fini          |  2.32192% | 6177   |  2.322% | 
 | 8    | Gengar-Mega        |  2.31778% | 6166   |  2.318% | 
 | 9    | Kangaskhan-Mega    |  1.86896% | 4972   |  1.869% | 
 | 10   | Porygon2           |  1.78476% | 4748   |  1.785% | 
 | 11   | Metagross-Mega     |  1.60546% | 4271   |  1.605% | 
 | 12   | Aegislash          |  1.57388% | 4187   |  1.574% | 
 | 13   | Thundurus-Therian  |  1.51036% | 4018   |  1.510% | 
 | 14   | Gliscor            |  1.50209% | 3996   |  1.502% | 
 | 15   | Ferrothorn         |  1.49570% | 3979   |  1.496% | 
 | 16   | Breloom            |  1.44833% | 3853   |  1.448% | 
 | 17   | Salamence-Mega     |  1.34985% | 3591   |  1.350% | 
 | 18   | Lopunny-Mega       |  1.34759% | 3585   |  1.348% | 
 | 19   | Blaziken-Mega      |  1.28256% | 3412   |  1.283% | 
 | 20   | Mamoswine          |  1.24836% | 3321   |  1.248% | 
 | 21   | Pheromosa          |  1.24610% | 3315   |  1.246% | 
 | 22   | Garchomp           |  1.22843% | 3268   |  1.228% | 
 | 23   | Serperior          |  1.19686% | 3184   |  1.197% | 
 | 24   | Naganadel          |  1.12995% | 3006   |  1.130% | 
 | 25   | Charizard-Mega-Y   |  1.08146% | 2877   |  1.081% | 
 | 26   | Blaziken           |  1.07168% | 2851   |  1.072% | 
 | 27   | Rotom-Heat         |  0.91757% | 2441   |  0.918% | 
 | 28   | Celesteela         |  0.90328% | 2403   |  0.903% | 
 | 29   | Pelipper           |  0.88411% | 2352   |  0.884% | 
 | 30   | Heatran            |  0.87734% | 2334   |  0.877% | 
 | 31   | Charizard-Mega-X   |  0.84013% | 2235   |  0.840% | 
 | 32   | Kartana            |  0.82171% | 2186   |  0.822% | 
 | 33   | Skarmory           |  0.74540% | 1983   |  0.745% | 
 | 34   | Tyranitar          |  0.71383% | 1899   |  0.714% | 
 | 35   | Venusaur-Mega      |  0.70857% | 1885   |  0.709% | 
 | 36   | Primarina          |  0.69503% | 1849   |  0.695% | 
 | 37   | Rotom-Wash         |  0.69203% | 1841   |  0.692% | 
 | 38   | Whimsicott         |  0.64166% | 1707   |  0.642% | 
 | 39   | Volcarona          |  0.64091% | 1705   |  0.641% | 
 | 40   | Tapu Bulu          |  0.61422% | 1634   |  0.614% | 
 | 41   | Zapdos             |  0.60971% | 1622   |  0.610% | 
 | 42   | Mawile-Mega        |  0.55670% | 1481   |  0.557% | 
 | 43   | Manectric-Mega     |  0.51761% | 1377   |  0.518% | 
 | 44   | Gyarados           |  0.49318% | 1312   |  0.493% | 
 | 45   | Toxapex            |  0.49243% | 1310   |  0.492% | 
 | 46   | Cloyster           |  0.49205% | 1309   |  0.492% | 
 | 47   | Ninetales-Alola    |  0.48378% | 1287   |  0.484% | 
 | 48   | Gyarados-Mega      |  0.47814% | 1272   |  0.478% | 
 | 49   | Suicune            |  0.45033% | 1198   |  0.450% | 
 | 50   | Porygon-Z          |  0.44130% | 1174   |  0.441% | 
 | 51   | Nihilego           |  0.44055% | 1172   |  0.441% | 
 | 52   | Darmanitan         |  0.42852% | 1140   |  0.429% | 
 | 53   | Excadrill          |  0.42815% | 1139   |  0.428% | 
 | 54   | Lucario-Mega       |  0.41386% | 1101   |  0.414% | 
 | 55   | Banette-Mega       |  0.41010% | 1091   |  0.410% | 
 | 56   | Dragonite          |  0.40221% | 1070   |  0.402% | 
 | 57   | Thundurus          |  0.39394% | 1048   |  0.394% | 
 | 58   | Chansey            |  0.39319% | 1046   |  0.393% | 
 | 59   | Araquanid          |  0.35522% | 945    |  0.355% | 
